date,q_16936,scf_16924,scf_16059,scf_16938,index_NAO,index_PDO
2001-01-31,173.0000000000008,0.9156587723252981,1.0574876689564636,1.078578417559634,0.25,0.6
2001-02-28,169.0000000000008,0.9333415025182481,1.0723955654371562,1.0872493077577454,0.45,0.29
2001-03-31,202.00000000000085,0.9004715856549278,0.8614945529483884,0.7632713837048618,-1.26,0.45
2001-04-30,329.00000000000136,0.5475747863674678,0.4628540027869693,0.47698072500363214,0,-0.31
2001-05-31,761.0000000000036,-0.009636195755349566,-0.22296278357577043,-0.11611173851810516,-0.02,-0.3
2001-06-30,866.0000000000035,-0.690014696939513,-1.0781773857077077,-0.8371887643231567,-0.2,-0.47
2001-07-31,645.0000000000028,-1.7188466503104314,-1.5655449762600848,-1.4342551300257718,-0.25,-1.31
2001-08-31,565.0000000000026,-1.6815853557568945,-1.5343784953169746,-1.5747298832108223,-0.07,-0.77
2001-09-30,377.00000000000176,-1.0542870322996303,-0.5264312280513262,-1.1912182310115567,-0.65,-1.37
2001-10-31,291.0000000000013,0.46570281175117617,0.4217376981770947,0.39521503666005187,-0.24,-1.37
2001-11-30,243.00000000000117,0.7126495088718274,0.6624511863797441,0.584013710214909,0.63,-1.26
2001-12-31,199.00000000000082,0.8786847020223919,1.0779530472934191,1.1267666503740252,-0.83,-0.93
2002-01-31,190.00000000000085,0.9004409836549528,1.0960717007908727,1.1219218324496374,0.44,0.27
2002-02-28,178.0000000000008,0.9265681077686723,1.1211867610873212,1.064340843126095,1.1,-0.64
2002-03-31,201.00000000000097,0.8841898799671707,0.9940231891501985,0.8648621788909745,0.69,-0.43
2002-04-30,491.00000000000205,0.6523634168382699,0.5116869784411657,0.5009022152180521,1.18,-0.32
2002-05-31,714.0000000000031,0.40028227814484385,0.19084229761221413,0.1329431055444481,-0.22,-0.63
2002-06-30,1577.0000000000066,-0.010872259364913095,-0.6362143460668578,-0.6221484035373287,0.38,-0.35
2002-07-31,1160.0000000000045,-0.6745720827316942,-1.3426702183258055,-1.290345413931164,0.62,-0.31
2002-08-31,811.0000000000036,-1.4592423520186872,-1.5988942397595287,-1.6755829175000385,0.38,0.6
2002-09-30,396.0000000000019,-1.74274725202424,-1.1018216579039921,-1.2237977950845613,-0.7,0.43
2002-10-31,325.0000000000015,-0.237199788638756,0.15618265566690281,0.03774749354746055,-2.28,0.42
2002-11-30,255.00000000000108,0.36790600517991906,0.5107028031161863,0.39593637110624147,-0.18,1.51
2002-12-31,228.00000000000108,0.8886679699389104,1.0590750879181725,1.1253048869101434,-0.94,2.1
2003-01-31,198.00000000000085,0.9149298942587997,1.1034559992919037,1.0275163348562593,0.16,2.09
2003-02-28,195.0000000000008,0.9146796843191103,1.123649526968962,1.0673848112372468,0.62,1.75
2003-03-31,203.00000000000085,0.9161390298913892,1.1413420970463468,0.98027927260288,0.32,1.51
2003-04-30,325.0000000000015,0.8419862819589209,0.9233265637666609,0.8414539980743745,-0.18,1.18
2003-05-31,748.0000000000032,0.4248436697923415,0.3539929041250751,0.2558489069132139,0.01,0.89
2003-06-30,1303.0000000000061,-0.13219320997724307,-0.4845285546216727,-0.4922199290515409,-0.07,0.68
2003-07-31,1163.0000000000048,-0.9901880873612283,-1.3263527609908108,-1.1893503132787406,0.13,0.96
2003-08-31,725.384947735778,-1.650873040272179,-1.5533560680106715,-1.4962501536699013,-0.07,0.88
2003-09-30,525.29478188306,-1.7444471593367867,-1.0030394970416612,-0.6863087101259436,0.01,0.01
2003-10-31,301.24459070929123,0.013832962357724332,0.09044892164396068,0.1343376859030671,-1.26,0.83
2003-11-30,251.54722001772345,0.8403544864571548,0.8983872051457221,0.917852623639057,0.86,0.52
2003-12-31,220.4824672398185,0.9033910652081549,1.1022467291254583,1.0814347138095988,0.64,0.33
2004-01-31,203.9875363373765,0.9345253776363813,1.1044796120647091,1.065319700990344,-0.29,0.43
2004-02-29,200.00000000000088,0.9500225277717649,1.1218798864152015,1.050758344136018,-0.14,0.48
2004-03-31,214.00000000000088,0.9239272728327126,1.0812205472177185,0.996812465125756,1.02,0.61
2004-04-30,406.00000000000165,0.6863728307057928,0.5892879822126846,0.5311633636517578,1.15,0.57
2004-05-31,717.0000000000031,0.1742614996628282,-0.05168167931699906,-0.04717025310793605,0.19,0.88
2004-06-30,1114.0000000000052,-0.4435697457529844,-0.7409454442148279,-0.6957770534007521,-0.89,0.04
2004-07-31,921.0000000000042,-1.3114338474751162,-1.0420693532232057,-1.1540584746183191,1.13,0.44
2004-08-31,570.0000000000027,-1.7120012541850187,-1.6315432379319696,-1.4930696476170062,-0.48,0.85
2004-09-30,361.00000000000176,-1.1194787423514831,-1.2919852091851476,-1.3418414287554632,0.38,0.75
2004-10-31,271.0000000000013,8.932266514413769e-4,-0.14843521999173,-0.02372735280022211,-1.1,-0.11
2004-11-30,247.00000000000117,0.6219965898088227,0.5954741732994038,0.5312282739427824,0.73,-0.63
2004-12-31,233.0000000000011,0.8769870573430892,0.9693843490359106,1.0257057621056016,1.21,-0.17
2005-01-31,184.00000000000074,0.883590503814049,1.0648147864743789,1.0503869457729647,1.52,0.44
2005-02-28,180.00000000000085,0.961520639105521,1.1387068068117425,1.1497620603652718,-0.06,0.81
2005-03-31,213.00000000000088,0.9579486426968679,1.004130434245849,0.77003507584294,-1.83,1.36
2005-04-30,366.00000000000176,0.7717674865170846,0.6257426715123575,0.562926931080974,-0.3,1.03
2005-05-31,684.0000000000032,0.302315934171999,0.019095483411639774,0.0496025383178929,-1.25,1.86
2005-06-30,1200.0000000000052,-0.29625838530189297,-0.8319716670503581,-0.758529695090998,-0.05,1.17
