q,scf_1,scf_2,scf_3,scf_4,scf_5,scf_6,scf_7,scf_8,scf_9,scf_10,scf_mean,swe_1,swe_2,swe_3,swe_4,swe_5,swe_6,swe_7,swe_8,swe_9,swe_10,swe_mean,index_NAO,index_PDO,d_q,d_d_q,sv_1,sv_2,sv_3,sv_4,sv_5,sv_6,sv_7,sv_8,sv_9,sv_10,sv_mean,d_scf_1,d_scf_2,d_scf_3,d_scf_4,d_scf_5,d_scf_6,d_scf_7,d_scf_8,d_scf_9,d_scf_10,d_scf_mean,d_d_scf_1,d_d_scf_2,d_d_scf_3,d_d_scf_4,d_d_scf_5,d_d_scf_6,d_d_scf_7,d_d_scf_8,d_d_scf_9,d_d_scf_10,d_d_scf_mean,d_swe_1,d_swe_2,d_swe_3,d_swe_4,d_swe_5,d_swe_6,d_swe_7,d_swe_8,d_swe_9,d_swe_10,d_swe_mean,d_d_swe_1,d_d_swe_2,d_d_swe_3,d_d_swe_4,d_d_swe_5,d_d_swe_6,d_d_swe_7,d_d_swe_8,d_d_swe_9,d_d_swe_10,d_d_swe_mean,d_sv_1,d_sv_2,d_sv_3,d_sv_4,d_sv_5,d_sv_6,d_sv_7,d_sv_8,d_sv_9,d_sv_10,d_sv_mean,d_d_sv_1,d_d_sv_2,d_d_sv_3,d_d_sv_4,d_d_sv_5,d_d_sv_6,d_d_sv_7,d_d_sv_8,d_d_sv_9,d_d_sv_10,d_d_sv_mean
173.0,0.8016341630245465,0.7904319860126987,0.8086103328058574,0.8576003754706525,0.8788267497557851,0.8887950582167522,0.9212031889905619,0.9138735184570062,0.921691501815589,0.9032548204037535,0.8685921694953203,0.35562670517766803,0.28644375382541853,0.3724495956475215,0.3603093517762057,0.3474655341738434,0.356818831829848,0.33858576399159934,0.34981938042500366,0.34227201526355727,0.3302996567989386,0.34400905889096045,0.25,0.6,,,0.28508251615427704,0.22641430521715813,0.30116659148994934,0.30900143536886143,0.30536200605015645,0.3171388144090433,0.3119062855358671,0.31969066801344803,0.3154692077777163,0.2983447571813467,0.29880357478814273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,0.8506033274694698,0.84937515186673,0.8339113846229324,0.8757141583971434,0.8581033144781631,0.9077877086442455,0.9031045083522162,0.923273912481412,0.9331320160693521,0.9128937028830183,0.8847899185264682,0.4502151056527859,0.3184939927717073,0.4527961777935234,0.4435164458565229,0.4248097284177807,0.426285513632438,0.3999190541538186,0.4108023924154146,0.3989524840827796,0.37884073570047133,0.41046316304772423,0.45,0.29,-4.0,,0.38295446694527857,0.2705208834791101,0.37759188757576856,0.38839363111853714,0.36453063597786595,0.38697674964862616,0.3611687007822677,0.3792831321021042,0.3722753357880403,0.3458413220165301,0.36317366859111233,0.048969164444923274,0.058943165854031254,0.025301051817074982,0.018113782926490907,-0.020723435277621993,0.01899265042749332,-0.018098680638345632,0.009400394024405845,0.011440514253763134,0.00963888247926481,0.0161977490311479,,,,,,,,,,,,0.09458840047511785,0.03205023894628878,0.08034658214600188,0.08320709408031718,0.07734419424393729,0.06946668180258997,0.06133329016221928,0.06098301199041095,0.05668046881922234,0.04854107890153275,0.06645410415676378,,,,,,,,,,,,0.09787195079100153,0.04410657826195194,0.07642529608581922,0.07939219574967571,0.05916862992770949,0.06983793523958287,0.049262415246400626,0.05959246408865615,0.056806128010323975,0.04749656483518344,0.0643700938029696,,,,,,,,,,,
202.0,0.26052634484725823,0.3563902091559215,0.4513241279754756,0.6671908621605219,0.762058604304906,0.8657576193093899,0.8666420644635068,0.8530885210380972,0.8803894230882223,0.8818269868626412,0.6845194763205941,0.47416101004216726,0.3416368215326679,0.4882565871292322,0.4717343367879338,0.45661725709329953,0.4607214158631358,0.43174614843780934,0.4421785019512788,0.426780813390456,0.405336938028678,0.43991698302566584,-1.26,0.45,33.0,37.0,0.12353143481536993,0.12175601828139174,0.22036197841438254,0.31473683887226356,0.3479691096420543,0.3988730761625198,0.37416937340631073,0.37721740426445777,0.3757333140859458,0.3574370507259582,0.30113174284526445,-0.5900769826222115,-0.49298494271080845,-0.38258725664745674,-0.20852329623662147,-0.09604471017325711,-0.042030089334855636,-0.03646244388870945,-0.07018539144331482,-0.05274259298112982,-0.03106671602037714,-0.2002704422058741,-0.6390461470671348,-0.5519281085648398,-0.4078883084645317,-0.22663707916311238,-0.07532127489563512,-0.061022739762348954,-0.018363763250363818,-0.07958578546772066,-0.06418310723489296,-0.04070559849964195,-0.216468191237022,0.02394590438938138,0.023142828760960577,0.03546040933570882,0.028217890931410916,0.03180752867551884,0.03443590223069781,0.03182709428399072,0.03137610953586417,0.02782832930767637,0.026496202328206653,0.02945381997794161,-0.07064249608573647,-0.008907410185328202,-0.04488617281029306,-0.05498920314890626,-0.045536665568418455,-0.03503077957189216,-0.02950619587822856,-0.02960690245454678,-0.02885213951154597,-0.0220448765733261,-0.037000284178822174,-0.25942303212990864,-0.14876486519771834,-0.15722990916138602,-0.07365679224627358,-0.01656152633581165,0.011896326513893662,0.01300067262404303,-0.002065727837646414,0.0034579782979055063,0.0115957287094281,-0.06204192574584788,-0.35729498292091016,-0.19287144345967028,-0.23365520524720523,-0.1530489879959493,-0.07573015626352114,-0.05794160872568921,-0.036261742622357596,-0.061658191926302564,-0.05334814971241847,-0.03590083612575534,-0.12641201954881748
329.0,0.0026610451987072025,0.04566852594457504,0.08360413625506463,0.21831932289269396,0.40451196237529957,0.5608535615579456,0.6684032874612259,0.68765121672078,0.7863738448492986,0.8071444740322988,0.42651913772878897,0.3951453476149798,0.38199117541445893,0.45145173013639234,0.41164972792062204,0.402754240262067,0.43673460782186985,0.4116367217069323,0.42891246335880023,0.4164760555137134,0.4147028215152791,0.41514548912651145,0.0,-0.31,127.0,94.0,0.0010514996300623307,0.01744497390501393,0.037743231958907615,0.0898710898685919,0.1629189080833816,0.24494416025250831,0.2751393380286753,0.29494217729538597,0.32750587706198875,0.33472509075166024,0.177067496054236,-0.25786529964855104,-0.31072168321134647,-0.367719991720411,-0.44887153926782797,-0.35754664192960645,-0.30490405775144425,-0.19823877700228087,-0.16543730431731718,-0.0940155782389237,-0.07468251283034233,-0.2580003385918051,0.3322116829736605,0.18226325949946198,0.014867264927045765,-0.2403482430312065,-0.26150193175634934,-0.2628739684165886,-0.16177633311357142,-0.09525191287400236,-0.04127298525779388,-0.04361579680996519,-0.05772989638593101,-0.07901566242718744,0.04035435388179104,-0.03680485699283986,-0.06008460886731176,-0.05386301683123251,-0.02398680804126596,-0.020109426730877067,-0.013266038592478546,-0.010304757876742565,0.009365883486601112,-0.024771493899154395,-0.10296156681656882,0.017211525120830462,-0.07226526632854868,-0.08830249979872268,-0.08567054550675135,-0.058422710271963774,-0.05193652101486779,-0.04464214812834272,-0.038133087184418935,-0.01713031884160554,-0.054225313877096004,-0.1224799351853076,-0.10431104437637781,-0.18261874645547493,-0.22486574900367168,-0.1850502015586727,-0.1539289159100115,-0.09903003537763544,-0.0822752269690718,-0.04822743702395704,-0.02271195997429798,-0.12406424679102845,0.13694309694460105,0.04445382082134053,-0.025388837294088917,-0.1512089567573981,-0.16848867522286104,-0.16582524242390517,-0.11203070800167847,-0.08020949913142539,-0.05168541532186255,-0.03430768868372608,-0.06202232104518057
761.0,0.0006847117123120176,0.0,0.0011297818755631745,0.003935744695925495,0.033095140347560226,0.14572597040055804,0.20863272231642568,0.28994207114512227,0.4939981520241755,0.6857266513046065,0.1862870945822249,0.17538288158607684,0.2762740811729699,0.2228077831593299,0.1741834284018213,0.16427708656633933,0.20305737908377658,0.2072682925640317,0.23698071147819946,0.24178329421924663,0.2563121872005366,0.21583271254323283,-0.02,-0.3,432.0,305.0,0.0001200867131610185,0.0,0.0002517241951478208,0.0006855415044505864,0.0054367732358013,0.029590733613977318,0.0432429481275113,0.0687106783074338,0.11944050053462535,0.1757600978175834,0.04020684893547937,-0.001976333486395185,-0.04566852594457504,-0.08247435437950146,-0.21438357819676845,-0.37141682202773935,-0.4151275911573876,-0.4597705651448002,-0.39770914557565773,-0.2923756928251231,-0.1214178227276923,-0.24023204314656407,0.25588896616215584,0.2650531572667714,0.2852456373409095,0.23448796107105951,-0.0138701800981329,-0.11022353340594337,-0.2615317881425193,-0.23227184125834055,-0.1983601145861994,-0.046735309897349975,0.017768295445241028,-0.21976246602890298,-0.105717094241489,-0.22864394697706245,-0.23746629951880074,-0.2384771536957277,-0.23367722873809327,-0.20436842914290057,-0.19193175188060077,-0.1746927612944668,-0.15839063431474248,-0.19931277658327862,-0.14074680360171554,-0.14607144812328005,-0.19183908998422258,-0.17738169065148898,-0.18461413686449518,-0.2096904206968273,-0.1842590024120235,-0.17866571328812222,-0.16438800341772422,-0.1677565178013436,-0.17454128268412422,-0.0009314129169013122,-0.01744497390501393,-0.03749150776375979,-0.0891855483641413,-0.1574821348475803,-0.215353426638531,-0.23189638990116399,-0.22623149898795217,-0.2080653765273634,-0.15896499293407684,-0.13686064711875662,0.12154852226840629,0.08686607047136388,0.14512723869171515,0.13568020063953037,0.02756806671109238,-0.06142451072851948,-0.13286635452352855,-0.14395627201888037,-0.15983793950340636,-0.13625303295977886,-0.012796400327728163
866.0,0.0,2.5281543710602414e-05,0.0,0.0,0.0007898306618271795,0.00607497688037994,0.01636894532906563,0.03801609333345239,0.13233567770926496,0.3523206384679308,0.05459314439256315,0.01371985365364881,0.08016799212369528,0.018838117229104723,0.010859356354773303,0.009745069671086683,0.01795931983287472,0.025926962712931063,0.041645877305217016,0.04795393247383736,0.054557046806589786,0.03213735281637588,-0.2,-0.47,105.0,-327.0,0.0,2.026770597066432e-06,0.0,0.0,7.696954827866369e-06,0.00010910245277206284,0.0004243970351966917,0.001583213558588637,0.006346016152749596,0.0192215735638225,0.0017544791426991543,-0.0006847117123120176,2.5281543710602414e-05,-0.0011297818755631745,-0.003935744695925495,-0.032305309685733044,-0.1396509935201781,-0.19226377698736005,-0.25192597781166987,-0.36166247431491055,-0.3334060128366757,-0.13169395018966173,0.001291621774083167,0.04569380748828564,0.08134457250393828,0.21044783350084295,0.3391115123420063,0.27547659763720955,0.2675067881574401,0.14578316776398786,-0.06928678148978745,-0.2119881901089834,0.10853809295690234,-0.16166302793242804,-0.19610608904927462,-0.20396966593022517,-0.163324072047048,-0.15453201689525264,-0.18509805925090186,-0.18134132985110063,-0.19533483417298245,-0.19382936174540927,-0.20175514039394682,-0.18369535972685697,0.05809943809647494,-0.09038899480778562,0.024674281046837276,0.07414222747175275,0.08394513680047505,0.048579169487191404,0.02302709929179994,-0.003403082292381676,-0.01913660045094248,-0.043364506079204335,0.015617416856421651,-0.0001200867131610185,2.026770597066432e-06,-0.0002517241951478208,-0.0006855415044505864,-0.0054290762809734334,-0.029481631161205255,-0.04281855109231461,-0.06712746474884516,-0.11309448438187575,-0.15653852425376089,-0.03845236979278022,0.0008113262037402938,0.017447000675611,0.03723978356861197,0.08850000685969071,0.15205305856660686,0.18587179547732574,0.18907783880884937,0.15910403423910702,0.09497089214548765,0.0024264686803159574,0.0984082773259764
645.0,0.0004925588263175765,0.003783613078949919,0.001841485917047549,0.007915891900460242,0.004059382176643409,0.0016826358238758853,0.005762621335274459,0.015291506311075932,0.03520276851434739,0.08893684153156649,0.016496930541555887,0.0011286121902783406,0.030131393688079388,0.0019604714700756053,0.0006848400502625318,0.0005920756390214115,0.001620845015937206,0.0032414827998958934,0.009874294871841582,0.012363165156079547,0.013877774039534926,0.007547495492100644,-0.25,-1.31,-221.0,-326.0,5.559078958112087e-07,0.0001140055352452062,3.610180602917732e-06,5.421119806983961e-06,2.403461296268275e-06,2.727291888766623e-06,1.8679437940605267e-05,0.00015099284235019027,0.0004352176410941139,0.0012342453905650052,0.00012451050889589047,0.0004925588263175765,0.0037583315352393166,0.001841485917047549,0.007915891900460242,0.00326955151481623,-0.004392341056504055,-0.010606323993791172,-0.02272458702237646,-0.09713290919491757,-0.2633837969363643,-0.03809621385100727,0.001177270538629594,0.003733049991528714,0.0029712677926107232,0.011851636596385738,0.03557486120054927,0.13525865246367405,0.1816574529935689,0.2292013907892934,0.264529565119993,0.07002221590031138,0.09359773633865447,-0.012591241463370468,-0.05003659843561589,-0.016877645759029117,-0.010174516304510772,-0.009152994032065272,-0.016338474816937513,-0.02268547991303517,-0.03177158243337543,-0.035590767317757815,-0.04067927276705486,-0.024589857324275235,0.14907178646905758,0.14606949061365873,0.18709202017119606,0.15314955574253722,0.14537902286318738,0.16875958443396435,0.15865584993806547,0.163563251739607,0.15823859442765145,0.16107586762689197,0.15910550240258173,5.559078958112087e-07,0.00011197876464813977,3.610180602917732e-06,5.421119806983961e-06,-5.293493531598094e-06,-0.00010637516088329622,-0.00040571759725608643,-0.0014322207162384467,-0.005910798511655482,-0.017987328173257496,-0.0016299686338032639,0.0001206426210568297,0.00010995199405107334,0.00025533437575073854,0.0006909626242575703,0.005423782787441835,0.02937525600032196,0.042412833495058526,0.06569524403260672,0.10718368587022027,0.1385511960805034,0.036822401158976954
565.0,6.45954483359616e-05,0.0017021949416069445,0.0015434319985377695,0.005077966249256366,0.0033850777039629836,0.0064509974118556355,0.0019006093109312434,0.0033558515168524822,0.015341084981912261,0.1563775657721933,0.019519937533544494,0.0005102849634017679,0.03067172210786988,0.0007712306614666178,0.00022091206406374826,0.00035809347867270827,0.0009329243935641453,0.002291584577639045,0.008714871642359238,0.010419342087486494,0.012326403399050147,0.0067217369375573805,-0.07,-0.77,-80.0,141.0,3.2962085990036956e-08,5.220925022239e-05,1.1903420811610279e-06,1.1217840053692739e-06,1.212174250589529e-06,6.018292848339289e-06,4.3554069850472095e-06,2.924581522018593e-05,0.0001598440124197454,0.0019275729582695514,0.00013120788513803873,-0.0004279633779816149,-0.0020814181373429745,-0.00029805391850977947,-0.0028379256512038762,-0.0006743044726804258,0.00476836158797975,-0.0038620120243432155,-0.01193565479422345,-0.019861683532435132,0.06744072424062682,0.0030230069919886075,-0.0009205222042991913,-0.005839749672582291,-0.0021395398355573284,-0.01075381755166412,-0.003943855987496655,0.009160702644483806,0.006744311969447956,0.01078893222815301,0.07727122566248244,0.3308245211769911,0.04111922084299588,-0.0006183272268765727,0.0005403284197904937,-0.0011892408086089873,-0.00046392798619878354,-0.0002339821603487032,-0.0006879206223730608,-0.0009498982222568486,-0.0011594232294823443,-0.0019438230685930539,-0.0015513706404847796,-0.0008257585545432631,0.011972914236493895,0.050576926855406386,0.01568840495042013,0.009710588318311989,0.008919011871716568,0.015650554194564452,0.02173558169077832,0.03061215920389309,0.03364694424916476,0.03912790212657008,0.02376409876973197,-5.229458098211718e-07,-6.17962850228162e-05,-2.419838521756704e-06,-4.299335801614687e-06,-1.191287045678746e-06,3.291000959572666e-06,-1.4324030955558057e-05,-0.00012174702713000434,-0.0002753736286743685,0.0006933275677045462,6.697376242148257e-06,-1.0788537056323804e-06,-0.00017377504967095597,-6.030019124674436e-06,-9.720455608598648e-06,4.102206485919348e-06,0.00010966616184286889,0.00039139356630052836,0.0013104736891084423,0.0056354248829811136,0.018680655740962043,0.0016366660100454121
377.0,0.0012593240632649118,0.002496696241020123,0.0033616253255319742,0.007789066896075852,0.02512047964579163,0.06324395599811619,0.14201335586957847,0.19105310443942047,0.3025669501718354,0.5089779730242456,0.12478825316748807,0.001592588454726007,0.04703743476287719,0.0021276231588280366,0.0017451018315342078,0.002228351815106908,0.004945214747960328,0.007471143848283599,0.012392458601409362,0.015140008498551506,0.023050190675351637,0.011773011639462877,-0.65,-1.37,-188.0,-108.0,2.005584963914342e-06,0.00011743818655970475,7.152271893904666e-06,1.3592714906284436e-05,5.597726641505592e-05,0.00031275494392123826,0.0010610022100791107,0.0023676176874362575,0.004580866196982398,0.011732039327762844,0.0014691335570090772,0.0011947286149289501,0.0007945012994131787,0.0018181933269942048,0.002711100646819486,0.021735401941828644,0.05679295858626056,0.14011274655864722,0.187697252922568,0.2872258651899231,0.35260040725205233,0.10526831563394357,0.001622691992910565,0.002875919436756153,0.0021162472455039842,0.005549026298023362,0.02240970641450907,0.05202459699828081,0.14397475858299044,0.19963290771679146,0.3070875487223582,0.2851596830114255,0.10224530864195495,0.0010823034913242393,0.016365712655007306,0.0013563924973614186,0.0015241897674704596,0.0018702583364341998,0.0040122903543961825,0.005179559270644554,0.003677586959050124,0.004720666411065012,0.01072378727630149,0.005051274701905496,0.001700630718200812,0.015825384235216813,0.002545633305970406,0.001988117753669243,0.002104240496782903,0.004700210976769243,0.0061294574929014025,0.004837010188532468,0.006664489479658066,0.01227515791678627,0.005877033256448759,1.972622877924305e-06,6.522893633731475e-05,5.961929812743638e-06,1.2470930900915163e-05,5.476509216446639e-05,0.000306736651072899,0.0010566468030940635,0.0023383718722160716,0.004421022184562653,0.009804466369493293,0.0013379256718710384,2.495568687745477e-06,0.00012702522136013095,8.381768334500342e-06,1.677026670252985e-05,5.5956379210145135e-05,0.0003034456501133263,0.0010709708340496215,0.0024601188993460758,0.004696395813237021,0.009111138801788748,0.0013312282956288901
291.0,0.009230688953121558,0.03864604814592127,0.10423878265351542,0.237637782091345,0.3707026886901732,0.4647939398021089,0.5931205029486943,0.6643871591553325,0.7514187762268998,0.8278066652010855,0.40619830338681967,0.03212353144760589,0.11099706139315983,0.0422232792906403,0.035352454590249535,0.03448474276341359,0.043411454975789125,0.04979285260247495,0.06109460517096867,0.06275598188597599,0.07486464221170624,0.05471006063319841,-0.24,-1.37,-86.0,102.0,0.00029652232686866865,0.004289597778655834,0.004401303232895733,0.008401078900311889,0.01278358686118641,0.02017738119073889,0.029533161778830145,0.04059047116925656,0.04715602310967757,0.061973449810744964,0.022223133807395226,0.007971364889856647,0.03614935190490115,0.10087715732798345,0.22984871519526914,0.3455822090443816,0.40154998380399276,0.45110714707911587,0.47333405471591206,0.4488518260550644,0.31882869217683985,0.28141005021933163,0.006776636274927696,0.03535485060548797,0.09905896400098925,0.22713761454844966,0.3238468071025529,0.3447570252177322,0.3109944005204687,0.28563680179334405,0.1616259608651413,-0.03377171507521248,0.17614173458538807,0.03053094299287988,0.06395962663028265,0.04009565613181226,0.03360735275871533,0.03225639094830668,0.038466240227828796,0.04232170875419135,0.04870214656955931,0.04761597338742449,0.05181445153635461,0.04293704899373553,0.029448639501555643,0.04759391397527535,0.03873926363445084,0.03208316299124487,0.03038613261187248,0.034453949873432616,0.03714214948354679,0.04502455961050919,0.042895306976359474,0.04109066426005312,0.037885774291830036,0.0002945167419047543,0.00417215959209613,0.004394150961001828,0.008387486185405604,0.012727609594771355,0.019864626246817653,0.028472159568751033,0.03822285348182031,0.04257515691269517,0.05024141048298212,0.020754000250386147,0.00029254411902683,0.004106930655758815,0.004388189031189084,0.008375015254504688,0.012672844502606887,0.019557889595744754,0.027415512765656968,0.03588448160960424,0.03815413472813252,0.040436944113488825,0.01941607457851511
